,seed,method,v,target_tree_size,rmse,mae
193,2,xgboost_naive_transfer,0.05,6,7.522280864730208,5.478164483665653
194,2,xgboost,0.05,7,7.66662966577601,5.305178644478985
195,2,xgboost_naive_transfer,0.05,7,7.462333180840288,5.425164620177126
196,2,xgboost,0.08,1,7.185096396755253,4.922483622832569
197,2,xgboost_naive_transfer,0.08,1,7.671730291028496,5.643823414471068
198,2,xgboost,0.08,2,7.238752785235508,4.9286546658707415
199,2,xgboost_naive_transfer,0.08,2,7.650154058173993,5.615317965991689
200,2,xgboost,0.08,3,7.43259385311049,5.118794085820358
201,2,xgboost_naive_transfer,0.08,3,7.6070904965081345,5.564657668126804
202,2,xgboost,0.08,4,7.515728859014076,5.146921814164579
203,2,xgboost_naive_transfer,0.08,4,7.562283309783368,5.5404840373309545
204,2,xgboost,0.08,5,7.642453367701071,5.230048079739675
205,2,xgboost_naive_transfer,0.08,5,7.546728007980631,5.5115168317500345
206,2,xgboost,0.08,6,7.652516475004855,5.222863683400931
207,2,xgboost_naive_transfer,0.08,6,7.566140853805123,5.514119118710694
208,2,xgboost,0.08,7,7.707907383540243,5.281986487710993
